rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
199203	687874	PICASSO	SIGNED	H2020-EU.2.1.1.	ICT-38-2015	2016-01-01	2018-06-30	1160031,25	999718,75	H2020-ICT-2015	CSA	INNO TSD SA	FR	 10	999718,75
199204	687931	REMINDER	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-01-01	2018-12-31	4543793,75	3597418,75	H2020-ICT-2015	RIA	UNIVERSIDAD DE GRANADA	ES	 9	3597418,75
199205	698221	SELAM	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	BG-12-2015	2015-10-01	2017-09-30	1673283,75	1171298,63	H2020-SMEINST-2-2015	SME-2	NORSK HUMMER DRIFT AS	NO	 1	1171298,63
199206	710216	INVENTIA	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INVENTIA SRL	IT	 1	50000,00
199211	710964	iSIM	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-12-01	2016-04-30	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SATLANTIS MICROSATS SL	ES	 1	50000,00
199212	711392	BioCarbon	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BIOCARBON ENGINEERING LTD	UK	 1	50000,00
199213	712390	BlendIn	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-12-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BLENDOLOGY LIMITED	UK	 1	50000,00
199214	671174	DynaMech	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2016-02-01	2021-01-31	2132500,00	2132500,00	ERC-2014-ADG	ERC-ADG	PRINSES MAXIMA CENTRUM VOOR KINDERONCOLOGIE BV	NL	 1	2132500,00
199215	687361	SaSHa	SIGNED	H2020-EU.2.1.6.	COMPET-03-2015	2016-02-01	2018-01-31	997130,00	997130,00	H2020-COMPET-2015	RIA	THE UNIVERSITY OF WARWICK	UK	 4	997130,00
199216	687447	BIOWYSE	SIGNED	H2020-EU.2.1.6.	COMPET-04-2015	2016-01-01	2018-12-31	3000000,00	3000000,00	H2020-COMPET-2015	RIA	FONDATION EUROPEENNE DE LA SCIENCE	FR	 9	3000000,00
199217	687676	BEACONING	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-01-01	2018-12-31	7047298,75	5902772,13	H2020-ICT-2015	IA	COVENTRY UNIVERSITY	UK	 15	5902772,13
199218	693447	FireSpec	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-03-01	2017-08-31	149685,00	149685,00	ERC-2015-PoC	ERC-POC	UNIVERSITEIT GENT	BE	 1	149685,00
199219	691414	ReTAPP	SIGNED	H2020-EU.3.;H2020-EU.2.	FTIPilot-1-2015	2015-11-01	2017-10-31	3340625,00	2338437,50	H2020-FTIPilot-2015-1	IA	METGEN OY	FI	 3	2338437,50
199220	696973	HDIV	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.7.	DRS-17-2015	2015-12-01	2017-11-30	1325000,00	927500,00	H2020-SMEINST-2-2015	SME-2	ARIMA SOFTWARE DESIGN SLL	ES	 1	927500,00
199221	709444	SAFT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	AIRTREN, S.L.	ES	 1	50000,00
199222	709501	POLIFEMO	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PROGETTI SPECIALI ITALIANI SRL	IT	 1	50000,00
199223	710137	SMARTHE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	QIVIVO	FR	 1	50000,00
199224	710741	ACMC	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ANIGMOTEH PODJETJE ZA RAZISKAVE IN RAZVOJ DOO	SI	 1	50000,00
199225	710752	MEDIuM	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INFORMATICA SYSTEM S.R.L.	IT	 1	50000,00
199226	710908	LEDILSol	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	REBERNIG SUPERVISIONI SRL	IT	 1	50000,00
199227	711725	ReSpirA	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GREENTECH SRL	IT	 1	50000,00
199228	712198	BACRES	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	1928DIAGNOSTICS AB	SE	 1	50000,00
199229	712284	CBTA	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CBT- GLOBAL RECRUITMENT PORTUGAL LDA	PT	 1	50000,00
199230	688386	OPERA	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2015-12-01	2018-11-30	6502496,25	6502496,25	H2020-ICT-2015	RIA	STMICROELECTRONICS SRL	IT	 11	6502496,25
199231	691371	GEM in-wheel	SIGNED	H2020-EU.3.;H2020-EU.2.	FTIPilot-1-2015	2015-12-01	2017-11-30	2753850,00	1991945,00	H2020-FTIPilot-2015-1	IA	GEM MOTORS, RAZVOJ IN IZDELAVA INOVATIVNIH ELEKTROMOTORJEV DOO	SI	 5	1991945,00
199232	710346	RapidBact	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2016-02-01	2016-07-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DELAGUA WATER TESTING LIMITED	UK	 1	50000,00
199233	710473	SnowRESolution	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	NEVEXN SRL	IT	 1	50000,00
199234	711486	VIOTRAP	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EVRIKLIS FITSAKIS	EL	 1	50000,00
199235	712710	PresConfLuxDec	SIGNED	H2020-EU.3.5.	Environment	2015-10-19	2016-02-18	226810,00	192368,00	H2020-Adhoc-2014-20	CSA	TEAM WORK	FR	 1	192368,00
199236	683680	ERC-OAPEN-2015	SIGNED	H2020-EU.1.1.	ERC	2015-12-01	2017-11-30	50000,00	50000,00	H2020-Adhoc-2014-20	ERC-LVG	STICHTING OAPEN*OPEN ACCESS PUBLISHING IN EUROPEAN NETWORKS	NL	 1	60000,00
199237	687275	EO4wildlife	SIGNED	H2020-EU.2.1.6.	EO-2-2015	2016-01-01	2018-12-31	2665325,00	2665325,00	H2020-EO-2015	RIA	ATOS SPAIN SA	ES	 6	2665325,00
199238	693670	SILKENE	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-03-01	2017-08-31	149943,75	149943,75	ERC-2015-PoC	ERC-POC	UNIVERSITA DEGLI STUDI DI TRENTO	IT	 1	149943,75
199239	711326	WORKSHOP4.0	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2016-02-01	2016-07-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VEIGALAN ESTUDIO 2010	ES	 1	50000,00
199240	677677	NanoPP	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-01-01	2017-06-30	149990,00	149990,00	ERC-2015-PoC	ERC-POC	IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE	UK	 1	149990,00
199241	691173	REACH	SIGNED	H2020-EU.3.;H2020-EU.2.	FTIPilot-1-2015	2015-12-01	2019-01-31	3725865,25	2675132,13	H2020-FTIPilot-2015-1	IA	TECHNISCHE UNIVERSITEIT DELFT	NL	 5	2675132,13
199242	693361	UP-GREEN	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-01-01	2017-06-30	150000,00	150000,00	ERC-2015-PoC	ERC-POC	TECHNISCHE UNIVERSITAET DRESDEN	DE	 1	150000,00
199243	710148	habITAT	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	AR DIAGNOSTIC TECNOLOGIAS DE MONITORIZACAO E CONTROLO DO AR LDA	PT	 1	50000,00
199244	710750	PAPHOS	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EDICO SK AS	SK	 1	50000,00
199245	711653	Bsmart - Pro	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	APPLIX EDUCATION S.R.L.	IT	 1	50000,00
199246	712259	FASTBOX	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PANOTEC SRL	IT	 1	50000,00
199247	712268	IMERSO	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IMERSO AS	NO	 1	50000,00
199248	654994	CAT-CAM	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-GF	2016-09-01	2019-08-31	262269,00	262269,00	H2020-MSCA-IF-2014	MSCA-IF-GF	UNIVERSITA CA' FOSCARI VENEZIA	IT	 1	262269,00
199249	690140	FrailSafe	SIGNED	H2020-EU.3.1.	PHC-21-2015	2016-01-01	2018-12-31	3820896,25	3820896,25	H2020-PHC-2015-single-stage	RIA	UNIVERSITY OF PATRAS	EL	 9	3820896,25
199250	700138	TRACKSCAN	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	RAILVIEW LIMITED	UK	 1	50000,00
199251	709595	JUMPAIR	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DOFREN SRL	IT	 1	50000,00
199252	710295	CB Container SpeedUp	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CONEXBIRD OY	FI	 1	50000,00
199253	710374	CWT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CLEARVIEW TRADE APS	DK	 1	50000,00
199254	710389	DryCoolerSeeds	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MARCOLD GROUP	IT	 1	50000,00
199255	710454	PELLETON	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ZAKLADY URZADZEN KOTLOWYCH STAPORKOW SPOLKA AKCYJNA	PL	 1	50000,00
199256	710564	VasQ	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LAMINATE MEDICAL TECHNOLOGIES LTD	IL	 1	50000,00
199257	710938	RCC-TEST	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2016-02-01	2016-07-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ICELLTIS	FR	 1	50000,00
199258	711190	eBRAIN	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EVISO SRL	IT	 1	50000,00
199259	711265	PRIFOG	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-9-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EVOLUTION ENVIRONMENTAL SERVICES LTD	IE	 1	50000,00
199260	711530	INSUPanel	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CONSTRUCCIONES JUAN ZORZANO BLANCO SL	ES	 1	50000,00
199261	711695	CORTIME	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	APIOSOFT APS	DK	 1	50000,00
199262	711809	MirrorPV	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SCA DEVELOPMENT LTD	BG	 1	50000,00
199263	712022	ENERCOVERY	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-04-30	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GREENE WASTE TO ENERGY SL	ES	 2	50000,00
199264	712175	SuperHD-ToolBox	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IMAGE PROCESSING TECHNIQUES LIMITED	UK	 1	50000,00
199265	712281	ShopStar	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SHOPEDIA	FR	 1	50000,00
199266	712610	CleanPEA	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	FLEET INNOVATIONS LTD	UK	 1	50000,00
199267	654634	TELWIND	SIGNED	H2020-EU.3.3.2.4.;H2020-EU.3.3.2.2.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.1.;H2020-EU.3.3.2.	LCE-02-2015	2015-12-01	2018-05-31	3498530,00	3498530,00	H2020-LCE-2015-1-two-stage	RIA	ESTEYCO SAP	ES	 8	3498530,00
199268	665632	MemMOFs	SIGNED	H2020-EU.1.1.	ERC-PoC-2014	2015-12-01	2017-05-31	147963,75	147963,75	ERC-2014-PoC	ERC-POC	THE UNIVERSITY OF MANCHESTER	UK	 1	147963,75
199269	684589	Respiratory-ImmunoDx	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015	2015-11-01	2018-10-31	2935000,00	2935000,00	H2020-SMEINST-2-2015	SME-2	MEMED DIAGNOSTICS LTD	IL	 1	2935000,00
199270	687373	PPOSS	SIGNED	H2020-EU.2.1.6.	COMPET-06-2015	2016-01-01	2018-12-31	996106,25	989856,25	H2020-COMPET-2015	CSA	FONDATION EUROPEENNE DE LA SCIENCE	FR	 7	989856,25
199271	687412	APOLLO	SIGNED	H2020-EU.2.1.6.	EO-1-2015	2016-05-01	2019-02-28	2130000,00	1707056,25	H2020-EO-2015	IA	DRAXIS ENVIRONMENTAL S.A.	EL	 9	1707056,25
199272	687490	ONION	SIGNED	H2020-EU.2.1.6.	EO-3-2015	2016-01-01	2017-12-31	2598820,00	2498820,00	H2020-EO-2015	RIA	THALES ALENIA SPACE FRANCE	FR	 8	2498820,00
199273	687537	EONav	SIGNED	H2020-EU.2.1.6.	EO-1-2015	2016-05-01	2019-04-30	2606937,50	1999793,75	H2020-EO-2015	IA	O.M. OFFSHORE MONITORING LIMITED	CY	 7	1999793,75
199274	687548	SMS	SIGNED	H2020-EU.2.1.6.	COMPET-03-2015	2016-01-01	2017-12-31	1187742,50	817992,50	H2020-COMPET-2015	RIA	THALES ALENIA SPACE FRANCE	FR	 6	817992,50
199275	697197	HELIOtube	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015	2015-11-01	2017-10-31	2632932,00	1843052,40	H2020-SMEINST-2-2015	SME-2	HELIOVIS AG	AT	 2	1843052,40
199276	700567	UEWC	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-12-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	UBIQUTEK LTD	UK	 1	50000,00
199277	710095	TRANSBIO	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-11-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BIOHOPE SCIENTIFIC SOLUTIONS FOR HUMAN HEALTH SL	ES	 1	50000,00
199278	710569	KUNAK	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GREEN WAVE TECHNOLOGIES SL	ES	 1	50000,00
199279	710622	HIGHER	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EGIMOTORS S.R.L.	IT	 1	50000,00
199280	710753	Body Interact	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TAKE THE WIND - LDA	PT	 1	50000,00
199281	710778	Sir-Park	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	HI PARK SOLUTIONS LTD	IL	 1	50000,00
199282	710834	GFeed	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	FIDMI MEDICAL LTD	IL	 1	50000,00
199283	710957	BrakeDiam	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-11-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	FERDIAM Srl	IT	 1	50000,00
199284	710962	FC21S	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	FONDERIE CERVATI S.R.L	IT	 2	50000,00
199285	711406	NANOHIGH	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	YFLOW SISTEMAS Y DESARROLLOS SL	ES	 1	50000,00
199286	711949	WEAR_n_PAY	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-04-30	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	WEARABLE TECHNOLOGIES SL	ES	 1	50000,00
199287	712110	MOEWA	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	J. L. ECONBOARD SOCIETA A RESPONSABILITA LIMITATA SEMPLIFICATA	IT	 1	50000,00
199288	654465	LEILAC	SIGNED	H2020-EU.3.3.2.3.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.	LCE-15-2015	2016-01-01	2020-12-31	20770635,00	11932231,00	H2020-LCE-2015-1-two-stage	RIA	CALIX (EUROPE) LIMITED	UK	 12	11932231,00
199289	677936	RNAREG	SIGNED	H2020-EU.1.1.	ERC-StG-2015	2016-04-01	2021-03-31	1500000,00	1500000,00	ERC-2015-STG	ERC-STG	KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW	NL	 1	1500000,00
199290	691070	CHiPS	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	387000,00	387000,00	H2020-MSCA-RISE-2015	MSCA-RISE	NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU	NO	 5	387000,00
199291	696519	NanoSol	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015	2016-02-01	2018-01-31	2486250,00	1740375,00	H2020-SMEINST-2-2015	SME-2	SOL VOLTAICS AB	SE	 1	1740375,00
199292	698530	ANGELS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015	2015-12-01	2017-08-31	2318163,75	1622714,63	H2020-SMEINST-2-2015	SME-2	PALU SRL	IT	 2	1622714,63
199293	710163	p-DRIVE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	OSPRE LIMITED	UK	 1	50000,00
199294	711328	MYBIOASSET	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.4.	BIOTEC-5b-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INBIOLEV SL	ES	 1	50000,00
199295	711618	PerMarDrive	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TEMA AUTOMATIZACIJA U INDUSTRIJI DOO	HR	 1	50000,00
199296	653296	CHEOPS	SIGNED	H2020-EU.3.3.2.4.;H2020-EU.3.3.2.2.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.1.;H2020-EU.3.3.2.	LCE-02-2015	2016-02-01	2019-01-31	5042913,75	3299095,00	H2020-LCE-2015-1-two-stage	RIA	CSEM CENTRE SUISSE D'ELECTRONIQUE ET DE MICROTECHNIQUE SA - RECHERCHE ET DEVELOPPEMENT	CH	 12	3299095,00
199297	654479	WASCOP	SIGNED	H2020-EU.3.3.2.4.;H2020-EU.3.3.2.2.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.1.;H2020-EU.3.3.2.	LCE-02-2015	2016-01-01	2019-12-31	5941607,50	5941607,50	H2020-LCE-2015-1-two-stage	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 11	5941607,50
199298	654650	Residue2Heat	SIGNED	H2020-EU.3.3.2.4.;H2020-EU.3.3.2.2.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.1.;H2020-EU.3.3.2.	LCE-02-2015	2016-01-01	2019-12-31	5466478,75	5465728,00	H2020-LCE-2015-1-two-stage	RIA	RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN	DE	 9	5465728,00
199299	678941	SINCAT	SIGNED	H2020-EU.1.1.	ERC-StG-2015	2016-01-01	2020-12-31	1500000,00	1500000,00	ERC-2015-STG	ERC-STG	CHALMERS TEKNISKA HOEGSKOLA AB	SE	 1	1500000,00
199300	687338	MOBNET	SIGNED	H2020-EU.2.1.6.;H2020-EU.2.	GALILEO-2-2015	2016-01-01	2018-02-28	1242533,75	986272,25	H2020-Galileo-2015-1	IA	ORBITAL SISTEMAS AEROESPACIALES SL	ES	 5	986272,25
199301	687367	AUDITOR	SIGNED	H2020-EU.2.1.6.;H2020-EU.2.	GALILEO-2-2015	2016-01-01	2017-12-31	1157736,25	996373,75	H2020-Galileo-2015-1	IA	ACORDE TECHNOLOGIES S.A.	ES	 7	996373,75
199302	690911	ICTFOOTPRINT.eu	SIGNED	H2020-EU.3.3.	LCE-23-2015	2016-02-01	2019-01-31	404401,25	400000,00	H2020-LCE-2015-3	CSA	TRUST-IT SERVICES LIMITED	UK	 3	400000,00
199303	691287	MEDEAS	SIGNED	H2020-EU.3.3.6.;H2020-EU.3.;H2020-EU.3.3.	LCE-21-2015	2016-01-01	2019-12-31	3735308,75	3735308,75	H2020-LCE-2015-2	RIA	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 12	3735308,75
199304	691919	ELICAN	SIGNED	H2020-EU.3.3.2.4.;H2020-EU.3.3.2.2.;H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.1.;H2020-EU.3.3.2.	LCE-03-2015	2016-01-01	2018-12-31	17107301,25	11181986,88	H2020-LCE-2015-2	IA	ESTEYCO SAP	ES	 4	11181986,88
199305	698298	ONEPLY	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015	2015-10-01	2017-03-31	2795167,50	1956617,25	H2020-SMEINST-2-2015	SME-2	LC PAPER 1881 SA	ES	 1	1956617,25
199306	699538	ESOF2016	SIGNED	H2020-EU.5.	SCIENCE WAF SOCIETY	2015-07-01	2016-10-31	999999,00	999999,00	H2020-Adhoc-2014-20	CSA	THE UNIVERSITY OF MANCHESTER	UK	 2	999999,00
199307	709914	PanaMast	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.4.	BIOTEC-5b-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SLAINTE BEOGA TEORANTA	IE	 1	50000,00
199308	710440	WISER	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BERGAMO TECNOLOGIE SPZOO	PL	 1	50000,00
199309	710458	HYBRID_BOATS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DIESEL CENTER SPA	IT	 1	50000,00
199310	710568	DuoTrainer	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INSPIRO AS	NO	 2	50000,00
199311	710732	ADDACT GmbH	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ADDACT GMBH	DE	 1	50000,00
199312	711221	Lightware	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-01-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LIGHTWARE VETITESTECHNIKAI KORLATOLT FELELOSSEGU TARSASAG	HU	 1	50000,00
